Ref_ID,Paper_ID,Location_ID,Title,Author,Year,Time_Series_ID,Epi Info,Absences?,Annularis,Culicifacies,Dirus,Fluviatilis,Minimus,Stephensi,Subpictus,Keep,Reason,Length,Start,End,Catch_Method,Species,January,February,March,April,May,June,July,August,September,October,November,December
97,20,27,"Malaria transmission in Nagaland, India. Part-I--Anophelines and their seasonality.",Misra,1993,88,No,Yes,1,1,1,1,1,0,1,1,,12,1983,1983,"Human and Cattle Bait, Indoor Resting Collections, Human and Cattle Dwellings",Fluviatilis,137.76,127.92,118.08,59.04,29.52,14.76,9.84,9.84,14.76,29.52,68.88,108.24
97,20,27,"Malaria transmission in Nagaland, India. Part-I--Anophelines and their seasonality.",Misra,1993,89,No,Yes,1,1,1,1,1,0,1,1,,12,1983,1983,"Human and Cattle Bait, Indoor Resting Collections, Human and Cattle Dwellings",Minimus,246,167.28,186.96,196.8,349.32,359.16,226.32,211.56,226.32,309.96,265.68,246
97,20,27,"Malaria transmission in Nagaland, India. Part-I--Anophelines and their seasonality.",Misra,1993,90,No,Yes,1,1,1,1,1,0,1,1,,12,1983,1983,"Human and Cattle Bait, Indoor Resting Collections, Human and Cattle Dwellings",Subpictus,0.1476,0,24.6,9.84,29.52,24.6,83.64,24.6,19.68,19.68,3.444,0
101,22,29,Role of An. culicifacies and An. stephensi in malaria transmission in urban Delhi.,Sharma,1993,91,Monthly,No,,1,,,,1,,1,,12,1984,1986,"Indoor Resting Collections, Mornings",Culicifacies,35.15,34.675,104.025,88.825,17.1,32.3,48.925,95,248.425,279.3,180.975,53.675
101,22,29,Role of An. culicifacies and An. stephensi in malaria transmission in urban Delhi.,Sharma,1993,92,Monthly,No,,1,,,,1,,1,,12,1984,1986,"Indoor Resting Collections, Mornings",Stephensi,65.55,40.85,81.7,193.8,235.6,91.675,129.675,62.225,58.425,96.425,78.85,47.975
101,22,30,Role of An. culicifacies and An. stephensi in malaria transmission in urban Delhi.,Sharma,1993,93,Monthly,No,,1,,,,1,,1,,12,1984,1986,"Indoor Resting Collections, Mornings",Culicifacies,0,0,0,4.75,0.475,0,2.85,6.65,27.075,10.925,0,0
101,22,30,Role of An. culicifacies and An. stephensi in malaria transmission in urban Delhi.,Sharma,1993,94,Monthly,No,,1,,,,1,,1,,12,1984,1986,"Indoor Resting Collections, Mornings",Stephensi,0,3.8,0,8.075,11.4,34.675,118.75,73.15,59.375,19,7.6,9.5
101,22,31,Role of An. culicifacies and An. stephensi in malaria transmission in urban Delhi.,Sharma,1993,95,Monthly,No,,1,,,,1,,0.5,Low Counts,12,1984,1986,"Indoor Resting Collections, Mornings",Culicifacies,0,0,0,0,0,0,1.9,1.425,6.175,1.9,0,0
101,22,31,Role of An. culicifacies and An. stephensi in malaria transmission in urban Delhi.,Sharma,1993,96,Monthly,No,,1,,,,1,,1,,12,1984,1986,"Indoor Resting Collections, Mornings",Stephensi,0,0,0,40.375,42.75,40.375,41.325,39.425,37.05,20.9,33.25,11.4
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,97,Monthly,Yes,1,1,1,1,1,0,1,1,,12,1984,1988,Human Landing Catch,Dirus,0,0,36,216,648,1548,1332,1944,1224,828,360,0
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,98,Monthly,Yes,1,1,1,1,1,0,1,0.5,Low Counts,12,1984,1988,Cattle Landing Catch,Dirus,80,0,0,12,0,0,0,0,0,0,0,0
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,99,Monthly,Yes,1,1,1,1,1,0,1,1,,12,1984,1988,Human Dwelling Resting,Dirus,0,0,0,11.55,16.5,11.55,0,0,9.9,66,9.9,0
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,100,Monthly,Yes,1,1,1,1,1,0,1,0.5,Low Counts,12,1984,1988,Cattle Landing Catch,Fluviatilis,80,0,0,12,0,0,0,0,0,0,0,0
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,101,Monthly,Yes,1,1,1,1,1,0,1,1,,12,1984,1988,Human Dwelling Resting,Fluviatilis,726,660,379.5,181.5,214.5,231,49.5,33,0,0,676.5,511.5
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,102,Monthly,Yes,1,1,1,1,1,0,1,1,,12,1984,1988,Human Landing Catch,Minimus,108,0,720,1728,1008,3456,3348,4716,2952,1980,1296,792
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,103,Monthly,Yes,1,1,1,1,1,0,1,1,,12,1984,1988,Cattle Landing Catch,Minimus,2640,1680,520,440,320,400,200,440,640,960,1760,3760
107,23,32,Present perspectives of malaria transmission in Boko area of Assam.,Nandi,1993,104,Monthly,Yes,1,1,1,1,1,0,1,1,,12,1984,1988,Human Dwelling Resting,Minimus,9223.5,11484,13794,19255.5,27951,46315.5,55786.5,37290,18628.5,12342,15906,9933
109,24,33,Prevalence and seasonal distribution of anopheline fauna in district Bikaner (Rajasthan).,Bansal,1993,105,No,Yes,1,1,0,0,0,1,1,0.5,Low Counts,12,1989,1991,"Indoor, Outdoor Resting Collections, Human and Cattle Dwellings, Dawn and Dusk",Culicifacies,0,0,0.8406,1.0996,0.8832,0.4273,1.8327,2.9997,5.8795,2.2327,0.2522,0.0834
109,24,33,Prevalence and seasonal distribution of anopheline fauna in district Bikaner (Rajasthan).,Bansal,1993,106,No,Yes,1,1,0,0,0,1,1,0.5,Low Counts,12,1989,1991,"Indoor, Outdoor Resting Collections, Human and Cattle Dwellings, Dawn and Dusk",Annularis,0,0,0,0,0,0,0.9747,2.8561,4.4986,2.2302,0,0
109,24,33,Prevalence and seasonal distribution of anopheline fauna in district Bikaner (Rajasthan).,Bansal,1993,107,No,Yes,1,1,0,0,0,1,1,1,,12,1989,1991,"Indoor, Outdoor Resting Collections, Human and Cattle Dwellings, Dawn and Dusk",Stephensi,0.2743,0.6293,4.7978,10.0645,4.2685,2.0026,2.5011,3.9059,7.9315,3.9956,2.5882,1.2769
109,24,33,Prevalence and seasonal distribution of anopheline fauna in district Bikaner (Rajasthan).,Bansal,1993,108,No,Yes,1,1,0,0,0,1,1,1,,12,1989,1991,"Indoor, Outdoor Resting Collections, Human and Cattle Dwellings, Dawn and Dusk",Subpictus,0,0,0,0,0,0,6.6026,10.4852,36.0623,19.9217,4.1648,0
112,25,34,"Lambdacyhalothrin trated bed nets as an alternative method of malaria control in tribal villages of koraput district, Orissa State, India",Das,1993,109,Monthly,No,,1,,1,,,,1,,12,1989,1991,Various - Mean Hut Density Reported,Culicifacies,9.2584,9.7616,18.5608,23.9648,18.6504,23.224,16.296,19.5624,12.632,2.2248,6.8352,5.0424
112,25,34,"Lambdacyhalothrin trated bed nets as an alternative method of malaria control in tribal villages of koraput district, Orissa State, India",Das,1993,110,Monthly,No,,1,,1,,,,1,,12,1989,1991,Various - Mean Hut Density Reported,Fluviatilis,25.71739403,15.25110158,23.74954397,2.158812361,2.479715606,2.298945812,9.591386601,4.935039698,29.51551573,32.15691642,22.4766994,19.98479551
124,27,36,"Observations on nocturnal activity and man biting habits of malaria vectors, Anopheles fluviatilis, An. annularis and An. culicifacies in the hill tracts of Koraput District, Orissa, India.",Gunasekaran,1994,111,No,Yes,1,1,0,1,1,0,1,1,,12,1988,1990,"Indoor Human Landing Catches, Night",Fluviatilis,4.2,5.5,5.7,17,5,11,14,6,23,16,18,12
124,27,37,"Observations on nocturnal activity and man biting habits of malaria vectors, Anopheles fluviatilis, An. annularis and An. culicifacies in the hill tracts of Koraput District, Orissa, India.",Gunasekaran,1994,112,No,Yes,1,1,0,1,1,0,1,0.5,Low Counts,12,1988,1989,"Indoor Human Landing Catches, Night",Culicifacies,0,0,26,1,3,0,0,6,0,0,2,2
124,27,37,"Observations on nocturnal activity and man biting habits of malaria vectors, Anopheles fluviatilis, An. annularis and An. culicifacies in the hill tracts of Koraput District, Orissa, India.",Gunasekaran,1994,113,No,Yes,1,1,0,1,1,0,1,1,,12,1988,1989,"Indoor Human Landing Catches, Night",Annularis,5,0,1,1,0,1,0,1,2,4,9,12.5
124,27,38,"Observations on nocturnal activity and man biting habits of malaria vectors, Anopheles fluviatilis, An. annularis and An. culicifacies in the hill tracts of Koraput District, Orissa, India.",Gunasekaran,1994,114,No,Yes,1,1,0,1,1,0,1,1,,12,1988,1990,"Indoor Human Landing Catches, Night",Fluviatilis,42,5,16,11,12,2,18,22,6,54,56,60
126,28,39,"Reliability of light trap sampling for Anopheles fluviatilis, a vector of malaria.",Gunaesekaran,1994,115,No,No,,,,1,,,,1,,12,1988,1990,Cattle Sheds Light Traps,Fluviatilis,11.6039,13.2458,3.34,1.3852,1.968733333,3.7972,1.9481,15.7332,20.6294,19.7728,50.9791,33.5335
126,28,39,"Reliability of light trap sampling for Anopheles fluviatilis, a vector of malaria.",Gunaesekaran,1994,116,No,No,,,,1,,,,0.5,Low Counts,12,1988,1990,Human Dwellings Light Traps,Fluviatilis,0.8891,1.103,0.7317,0.341866667,3.6064,0.1864,0.3208,1.0107,1.3038,2.2721,4.5489,3.9693
126,28,39,"Reliability of light trap sampling for Anopheles fluviatilis, a vector of malaria.",Gunaesekaran,1994,117,No,No,,,,1,,,,0.5,Low Counts,12,1988,1990,Cattle Sheds Indoor Resting Collections,Fluviatilis,1.6269975,1.584315,0.082305,0.3361725,0.2128275,0.0987075,0.539955,0.052425,1.10646,5.1193575,11.04669,4.38354
126,28,39,"Reliability of light trap sampling for Anopheles fluviatilis, a vector of malaria.",Gunaesekaran,1994,118,No,No,,,,1,,,,0.5,Low Counts,12,1988,1990,Human Dwellings Indoor Resting Collections,Fluviatilis,0.1812375,1.086615,1.135305,0.9297675,0.76806,0.2039175,0.2622375,0.38745,1.3651425,3.606345,7.8485625,4.5847125
134,29,40,"Urban malaria and its vectors Anopheles stephensi and Anopheles culicifacies (Diptera : Culicidae) in Gurgaon, India.",Sharma,1995,119,Monthly,Yes,0,1,0,0,0,1,1,1,,12,1986,1986,"Indoor Resting Collections, Morning",Culicifacies,0.827051255,5.579509285,9.467884037,13.35625879,10.76400895,13.78830043,23.29321649,22.86117485,9.899925676,9.467884037,6.011550924,5.147467646
134,29,40,"Urban malaria and its vectors Anopheles stephensi and Anopheles culicifacies (Diptera : Culicidae) in Gurgaon, India.",Sharma,1995,120,Monthly,Yes,0,1,0,0,0,1,1,1,,12,1986,1986,"Indoor Resting Collections, Morning",Stephensi,22.86117485,23.72525813,25.45342468,38.41467386,54.4002145,46.19142336,48.78367319,70.81779679,41.87100697,34.95834074,30.63792435,12.06013387
140,30,41,"Bionomics of vector anophelines in District Naini Tal, Uttar Pradesh.",Shukla,1995,121,Monthly,No,,1,,1,,,,1,,12,1985,1985,"Hand collections, human and cattle dwellings.",Culicifacies,0.8,0.2,0.2,2.8,4.8,5.2,45.2,193.2,27.2,4.8,2.8,2.4
140,30,41,"Bionomics of vector anophelines in District Naini Tal, Uttar Pradesh.",Shukla,1995,122,Monthly,No,,1,,1,,,,1,,12,1985,1988,"Hand collections, human and cattle dwellings.",Fluviatilis,0.4,0.4,4,1.6,1.2,0.2,0,0.2,1.6,6.8,9.2,4
140,30,42,"Bionomics of vector anophelines in District Naini Tal, Uttar Pradesh.",Shukla,1995,123,Monthly,No,,1,,1,,,,1,,12,1985,1985,"Hand collections, human and cattle dwellings.",Culicifacies,4.4,6.4,19.6,72.8,79.6,91.6,90.4,48,23.6,19.6,35.6,22.8
140,30,42,"Bionomics of vector anophelines in District Naini Tal, Uttar Pradesh.",Shukla,1995,124,Monthly,No,,1,,1,,,,1,,12,1985,1988,"Hand collections, human and cattle dwellings.",Fluviatilis,7.2,19.2,38.8,20,2.4,1.2,1.2,1.6,9.2,42.8,22.4,10
141,31,43,"Anophelines of Siliguri-Naxalbari block, Darjeeling, West Bengal.",Malakar,1995,125,No,Yes,1,1,0,1,0,0,1,1,,12,1993,1994,"Indoor resting collections, dawn and dusk, human and cattle dwellings",Culicifacies,0,1.88813058,0,90,78.80218821,75.82725993,18.23820809,1.57860974,2.728487678,10.88347975,2.796379123,0
141,31,43,"Anophelines of Siliguri-Naxalbari block, Darjeeling, West Bengal.",Malakar,1995,126,No,Yes,1,1,0,1,0,0,1,1,,12,1993,1994,"Indoor resting collections, dawn and dusk, human and cattle dwellings",Annularis,6.192020528,8.337283273,10.05114132,49.28223953,21.95085443,44.5688626,23.14136032,1.800994316,18.52313833,9.766211087,12.0280119,1.828257809
141,31,43,"Anophelines of Siliguri-Naxalbari block, Darjeeling, West Bengal.",Malakar,1995,127,No,Yes,1,1,0,1,0,0,1,1,,12,1993,1994,"Indoor resting collections, dawn and dusk, human and cattle dwellings",Subpictus,0.748944208,0.559168909,0,31.37226251,21.73381564,24.32384754,7.775441473,5.020224879,0,3.865001158,2.571321656,0
143,32,44,Indoor resting anophelines of north Bengal.,Malakar,1995,128,No,Yes,1,1,0,1,0,0,1,1,,12,1993,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,0,0,0,20,25,4,1,1,2,0,0,0
143,32,44,Indoor resting anophelines of north Bengal.,Malakar,1995,129,No,Yes,1,1,0,1,0,0,1,0,Very Low Counts,12,1993,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Annularis,1,2,0,1,4,1,3,3,0,2,0,0
143,32,44,Indoor resting anophelines of north Bengal.,Malakar,1995,130,No,Yes,1,1,0,1,0,0,1,0,Very Low Counts,12,1993,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Subpictus,0,0,0,7,1,1,0,1,0,0,0,0
143,32,44,Indoor resting anophelines of north Bengal.,Malakar,1995,131,No,Yes,1,1,0,1,0,0,1,1,,12,1993,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Subpictus,0,0,0,41,18,0,0,1,0,0,0,0
143,32,45,Indoor resting anophelines of north Bengal.,Malakar,1995,132,No,Yes,1,1,0,0,0,0,1,0.5,Low Counts,12,1993,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,0,2,1,11,5,0,2,0,0,0,0,0
143,32,45,Indoor resting anophelines of north Bengal.,Malakar,1995,133,No,Yes,1,1,0,0,0,0,1,0,Very Low Counts,12,1993,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Annularis,0,2,0,0,2,0,0,0,0,0,0,0
143,32,45,Indoor resting anophelines of north Bengal.,Malakar,1995,134,No,Yes,1,1,0,0,0,0,1,0,Very Low Counts,12,1993,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Fluviatilis,1,0,0,0,0,0,0,0,0,0,0,0
153,33,46,"Dynamics of malaria transmission in forested and deforested regions of Mandla district, Central India (Madhya Pradesh)",Singh,1996,135,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1990,1990,"Indoor resting collection, cattlesheds and human dwellings, 6am.",Culicifacies,424,360,192,148.8,64,88,504,548.8,504,460.8,424,248
153,33,46,"Dynamics of malaria transmission in forested and deforested regions of Mandla district, Central India (Madhya Pradesh)",Singh,1996,136,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1990,1990,"Indoor resting collection, cattlesheds and human dwellings, 6am.",Fluviatilis,8,0,0,0,0,0,0,0,24,32,32,32
153,33,47,"Dynamics of malaria transmission in forested and deforested regions of Mandla district, Central India (Madhya Pradesh)",Singh,1996,137,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1990,1990,"Indoor resting collection, cattlesheds and human dwellings, 6am.",Culicifacies,304,64,64,32,0,32,1152,2256,1360,1168,688,480
153,33,47,"Dynamics of malaria transmission in forested and deforested regions of Mandla district, Central India (Madhya Pradesh)",Singh,1996,138,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1990,1990,"Indoor resting collection, cattlesheds and human dwellings, 6am.",Fluviatilis,44.8,32,25.6,0,0,0,25.6,16,16,112,80,32
161,36,50,"Anopheles minimus: Its bionomics and role in the transmission of malaria in Assam, India",Dev,1996,139,Monthly,Yes,1,1,1,1,1,0,0,1,,12,1989,1990,"Indoor Resting Collections, Mornings",Minimus,1.1266,2.6606,6.2973,9.7473,17.1219,13.6561,14.3493,6.0232,12.9308,1.1944,2.1707,1.0878
166,37,51,Field trial of cyfluthrin as an effective and safe insecitide for control of malaria vectors in tripe insecticide resistant areas,Yadava,1996,140,Yearly,No,,1,,,,,,1,,12,1988,1990,Indoor Resting Collections,Culicifacies,22.23333333,18.53333333,30.3,26.4,3.866666667,1.7,7.866666667,6.566666667,5.2,8.433333333,17.76666667,25.9
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,141,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,"Human Dwellings, Indoor Resting Collectons",Culicifacies,61.6,67.2,80.8,145.6,52.8,68,123.2,188,687.2,548.8,99.2,79.2
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,142,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,"Cattle Dwellings, Indoor Resting Collectons",Culicifacies,567.2,456,673.6,437.6,60.8,79.2,260,484,1240,1248.8,800.8,681.6
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,143,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,"Human Dwellings, Indoor Resting Collectons",Annularis,32.8,20,28.8,11.2,0.8,5.6,49.6,45.6,56,77.6,68,32.8
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,144,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,"Cattle Dwellings, Indoor Resting Collectons",Annularis,296,369.6,343.2,176,32.8,52.8,155.2,120.8,159.2,513.6,797.6,815.2
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,145,No,Yes,1,1,0,1,0,1,1,0,Very Low Counts,12,1991,1992,"Human Dwellings, Indoor Resting Collectons",Fluviatilis,0.8,0.8,0,0.8,0,0,0,0,0,0.8,0,0
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,146,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,"Cattle Dwellings, Indoor Resting Collectons",Fluviatilis,4.8,16,3.2,1.6,0,0,0,0,0,0,0,1.6
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,147,No,Yes,1,1,0,1,0,1,1,0,Very Low Counts,12,1991,1992,"Cattle Dwellings, Indoor Resting Collectons",Stephensi,0,0,0.8,0,0,0,0,0,0,0,0,1.6
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,148,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,"Human Dwellings, Indoor Resting Collectons",Subpictus,11.2,9.6,20,81.6,55.2,111.2,197.6,1707.2,1509.6,299.2,52.8,20.8
175,38,52,"Seasonality of indoor resting anophelines in stone quarry area of District Allahabad, U.P.",Tiwari,1997,149,No,Yes,1,1,0,1,0,1,1,1,,12,1991,1992,"Cattle Dwellings, Indoor Resting Collectons",Subpictus,56,24.8,19.2,119.2,64,255.2,413.6,2368,1995.2,472.8,249.6,101.6
176,39,53,"Seasonal prevalence of Anopheles dirus and malaria transmission in a forest fringed village of Assam, India.",Prakash,1997,150,Monthly,No,,,1,,,,,1,,12,1995,1996,CDC light traps from 6pm to 6am,Dirus,0,0,1,2,8,10,39,3.5,12.7,10,2,0
195,40,54,"Studies on bionomics of Anopheles fluviatilis and its sibling species in Nainital district, U.P.",Shukla,1998,151,Monthly,Yes,1,1,0,1,0,1,1,1,,12,1992,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,0,0,0,14.71845,23.0089,21.6758,10.75185,25.74345,19.183,16.98375,15.95195,3.5667
195,40,54,"Studies on bionomics of Anopheles fluviatilis and its sibling species in Nainital district, U.P.",Shukla,1998,152,Monthly,Yes,1,1,0,1,0,1,1,1,,12,1992,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Fluviatilis,10.05705,9.6102,11.49585,25.728,2.273,6.4911,1.4489,5.00245,18.2516,33.2356,25.80405,22.72855
195,40,55,"Studies on bionomics of Anopheles fluviatilis and its sibling species in Nainital district, U.P.",Shukla,1998,153,Monthly,Yes,1,1,0,1,0,1,1,1,,12,1992,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,49.4673,10.4373,14.66945,68.5176,75.089,119.10185,81.26205,98.1243,31.2798,44.8964,53.8001,117.72395
195,40,55,"Studies on bionomics of Anopheles fluviatilis and its sibling species in Nainital district, U.P.",Shukla,1998,154,Monthly,Yes,1,1,0,1,0,1,1,1,,12,1992,1994,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Fluviatilis,177.9398,211.4055,173.58625,225.11585,11.76485,0,0,0,12.7582,33.5916,117.978,112.8669
210,41,56,Population dynamics of Anopheles culicifacies and malaria in the tribal area of Central India,Singh,1999,155,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1993,1993,"Indoor resting collection, human and cattle dwellings, 6am-8am",Culicifacies,46.2,52.8,54.3,39.1,38.3,30.5,48,111.5,84.3,57.6,43.7,35.1
210,41,56,Population dynamics of Anopheles culicifacies and malaria in the tribal area of Central India,Singh,1999,156,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1993,1993,"Indoor resting collection, human and cattle dwellings, 6am-8am",Annularis,0,8,11,0,0,0,5,16,16,36,0,4
210,41,56,Population dynamics of Anopheles culicifacies and malaria in the tribal area of Central India,Singh,1999,157,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1993,1993,"Indoor resting collection, human and cattle dwellings, 6am-8am",Fluviatilis,6.5,2.1,0.8,0.5,0,0,0,3,1,8,2,34
210,41,56,Population dynamics of Anopheles culicifacies and malaria in the tribal area of Central India,Singh,1999,158,Monthly,Yes,1,1,0,1,0,0,1,1,,12,1993,1993,"Indoor resting collection, human and cattle dwellings, 6am-8am",Subpictus,0,0,0,13,10,11,28,134,93,12,0,0
221,42,57,"Studies on Anopheles fluviatilis and Anopheles culicifacies sibling species in relation to malaria ln forested hilly and deforested riverine ecosystems in northern Orissa, India",Nanda,2000,159,Monthly,No,,1,,1,,,,1,,12,1992,1992,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,10,19.5,48.5,62.5,39.5,73,72,61.5,42,43.5,34,31
221,42,57,"Studies on Anopheles fluviatilis and Anopheles culicifacies sibling species in relation to malaria ln forested hilly and deforested riverine ecosystems in northern Orissa, India",Nanda,2000,160,Monthly,No,,1,,1,,,,1,,12,1992,1992,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Fluviatilis,20,10,4,0.5,0,0,2.5,0.5,1,19,36,9.5
221,42,58,"Studies on Anopheles fluviatilis and Anopheles culicifacies sibling species in relation to malaria ln forested hilly and deforested riverine ecosystems in northern Orissa, India",Nanda,2000,161,Monthly,No,,1,,,,,,1,,12,1992,1992,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,133,142,197.5,202,101.5,142.5,21.5,31,45,194,302,185
221,42,59,"Studies on Anopheles fluviatilis and Anopheles culicifacies sibling species in relation to malaria ln forested hilly and deforested riverine ecosystems in northern Orissa, India",Nanda,2000,162,Monthly,No,,1,,,,,,1,,12,1992,1992,"Indoor Resting Collections, Human and Cattle Dwellings, Morning",Culicifacies,90,120,257,124.5,39.5,63,8,37.5,21.5,100,182.5,72.5
225,43,60,"Preliminary observations on man-mosquito contact in Soraipung village of district Dibrugarh, Assam (India).",Prakash,2000,163,No,Yes,0,0,1,0,0,0,0,1,,12,1995,1996,Nightime Human Landing Catches,Dirus,0,0,0,19,30,40,119,29.5,52,60,9,0
226,44,61,Anopheline ecology and malaria transmission at a new irrigation project area (Bargi Dam) in Jabalpur (Central India).,Singh,2000,164,Monthly,Yes,1,0,1,1,0,1,1,1,,12,1993,1993,Indoor Resting Catches,Culicifacies,22,47,73,30,20,35,66,143,75,40,12,17
226,44,61,Anopheline ecology and malaria transmission at a new irrigation project area (Bargi Dam) in Jabalpur (Central India).,Singh,2000,165,Monthly,Yes,1,0,1,1,0,1,1,1,,12,1993,1995,Indoor Resting Catches,Annularis,59,120,64,60,29,22,17,6,51,84,91,65
226,44,61,Anopheline ecology and malaria transmission at a new irrigation project area (Bargi Dam) in Jabalpur (Central India).,Singh,2000,166,Monthly,Yes,1,0,1,1,0,1,1,1,,12,1993,1995,Indoor Resting Catches,Subpictus,8,2,2,2,5,10,22,39,73,15,3,3
226,44,62,Anopheline ecology and malaria transmission at a new irrigation project area (Bargi Dam) in Jabalpur (Central India).,Singh,2000,167,Monthly,Yes,1,0,1,1,0,1,1,1,,12,1993,1993,Indoor Resting Catches,Culicifacies,25,37,49,50,12,8,25,72,99,67,19,17
226,44,62,Anopheline ecology and malaria transmission at a new irrigation project area (Bargi Dam) in Jabalpur (Central India).,Singh,2000,168,Monthly,Yes,1,0,1,1,0,1,1,1,,12,1993,1995,Indoor Resting Catches,Annularis,3,4,12,0,0,1,1,0,10,11,0,4
226,44,62,Anopheline ecology and malaria transmission at a new irrigation project area (Bargi Dam) in Jabalpur (Central India).,Singh,2000,169,Monthly,Yes,1,0,1,1,0,1,1,1,,12,1993,1995,Indoor Resting Catches,Subpictus,21,20,19,13,10,5,16,40,69,15,6,15
236,45,63,Concurrent control of mosquitoes and domestic pests by use of deltamethrin-treated curtains in the New Delhi municipal committee India,Ansari,2001,170,Monthly,No,,,,,,1,,1,,12,1994,1996,Spray Catch,Stephensi,15.18805,6.01475,10.1734,61.58,13.6669,58.34245,155.6737,220.83575,200.55635,98.19185,22.4634,15.51595
237,46,64,Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi.,Batra,2001,171,Monthly,Yes,1,1,0,0,0,1,1,0.5,Low Counts,12,1989,1989,"Indoor Resting Collections, Human Dwellings and Cattlesheds, Mornings",Culicifacies,0,0.0259,0.4714,6.5497,3.3556,0.6686,0.4807,1.8683,2.1334,3.1225,1.5763,0.3382
237,46,64,Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi.,Batra,2001,172,Monthly,Yes,1,1,0,0,0,1,1,1,,12,1989,1989,"Indoor Resting Collections, Human Dwellings and Cattlesheds, Mornings",Stephensi,0.3902,1.4968,3.3427,15.3352,25.7455,6.0262,9.3513,7.288,3.6356,5.3758,1.8298,3.2529
237,46,65,Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi.,Batra,2001,173,Monthly,Yes,1,1,0,0,0,1,1,1,,12,1989,1989,"Indoor Resting Collections, Human Dwellings and Cattlesheds, Mornings",Culicifacies,0.3224,0.0438,1.3954,4.2499,8.1729,1.6286,4.6282,6.903,3.7995,3.1225,1.758,1.6242
237,46,65,Impact of urbanization on bionomics of An. culicifacies and An. stephensi in Delhi.,Batra,2001,174,Monthly,Yes,1,1,0,0,0,1,1,1,,12,1989,1989,"Indoor Resting Collections, Human Dwellings and Cattlesheds, Mornings",Stephensi,0.8172,0,1.1263,11.529,34.2008,44.5061,26.3738,10.1421,4.0578,4.2144,3.4162,5.5798
238,47,66,Estimation of vectorial capacity of Anopheles dirus (Diptera: Culicidae) in a forest fringed village of Assam (India),Prakash,2001,175,Monthly,No,,,1,,,,,1,,12,1999,2000,Indoor Man Biting ,Dirus,0,0,1.5,1.7,45,80,45,38,27.5,27.5,1,0
